 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 2114 2754 502 21 58
 2115 2755 526 22 57
 2116 2756 527 22 57
 2117 2757 540 23 50
 2118 2758 545 24 49
 2119 2759 564 25 58
 2120 2760 568 26 52
 2121 2761 29 32 48
 2122 2762 613 29 51
 2123 2763 615 33 44
 2124 2764 617 35 56
 2125 2765 644 36 51
 2126 2766 645 36 51
 2127 2767 663 37 53
 2128 2769 679 40 31
 2129 2770 41 43 33
 2130 2771 689 42 52
 2131 2772 706 47 36
 2132 2773 707 47 30
 2133 2774 717 48 40
 2134 2775 716 49 36
 2135 2776 726 50 52
 2136 2777 727 51 51
 2137 2778 754 52 47
 2138 2779 778 55 51
 2139 2780 796 56 40
 2140 2781 821 59 56
 2141 2782 834 60 40
 2142 2783 836 60 47
 2143 2784 66 67 46
 2144 2785 911 67 37
 2145 2786 912 67 33
 2146 2787 978 68 49
 2147 2788 979 68 48
 2148 2789 995 69 55
 2149 2790 996 69 44
 2150 2791 1059 71 58
 2151 2793 73 75 35
 2152 2794 74 76 37
 2153 2795 1095 77 55
 2154 2796 1096 77 39
 2155 2797 1106 78 43
 2156 2798 1114 80 44
 2157 2799 1115 81 45
 2158 2800 1138 82 55
 2159 2801 1139 82 56
 2160 2802 1141 83 47
 2161 2803 1192 84 46
 2162 2804 1182 85 51
 2163 2805 1184 86 51
 2164 2806 1213 87 52
 2165 2807 1217 89 53
 2166 2808 1244 90 53
 2167 2809 1343 91 56
 2168 2810 1382 92 48
 2169 2811 1384 92 53
 2170 2812 1418 93 52
 2171 2813 1426 96 42
 2172 2815 1502 98 58
 2173 2816 1504 100 52
 2174 2817 1505 101 42
 2175 2818 1524 102 52
 2176 2819 103 106 31
 2177 2820 1536 103 47
 2178 2821 1538 104 47
 2179 2822 1552 107 48
 2180 2823 1553 107 59
 2181 2824 1603 111 35
 2182 2825 1623 113 51
 2183 2826 1624 113 39
 2184 2827 1647 114 41
 2185 2828 1649 115 34
 2186 2829 1650 116 37
 2187 2830 1655 117 49
 2188 2831 1680 118 51
 2189 2832 1686 120 52
 2190 2833 1687 120 44
 2191 2834 1747 121 50
 2192 2835 1748 121 57
 2193 2836 1760 123 41
 2194 2837 1762 123 55
 2195 2838 1764 123 42
 2196 2839 1761 124 44
 2197 2840 1763 124 34
 2198 2841 1775 125 58
 2199 2842 126 127 56
 2200 2843 1814 129 47
 2201 2844 1822 130 46
 2202 2845 1823 130 46
 2203 2846 131 133 44
 2204 2847 1839 131 57
 2205 2848 132 134 49
 2206 2849 1840 132 58
 2207 2850 1845 135 52
 2208 2851 1846 135 50
 2209 2852 1880 138 38
 2210 2853 1881 138 38
 2211 2854 1882 140 51
 2212 2855 1902 141 54
 2213 2856 1903 141 51
 2214 2857 1904 142 52
 2215 2859 143 145 45
 2216 2860 1907 144 55
 2217 2861 1906 145 53
 2218 2862 1919 147 52
 2219 2863 1920 148 53
 2220 2864 1925 149 56
 2221 2865 1987 150 47
 2222 2866 1988 151 48
 2223 2867 2090 152 43
 2224 2868 2112 154 49
 2225 2869 2113 154 32
 2226 2870 2134 155 63
 2227 2871 156 158 49
 2228 2872 2157 157 50
 2229 2873 2165 159 57
 2230 2874 2166 160 49
 2231 2875 2170 161 47
 2232 2876 2169 162 54
 2233 2877 163 165 68
 2234 2878 2188 163 54
 2235 2879 2186 164 50
 2236 2880 2187 165 61
 2237 2881 2195 166 54
 2238 2882 2196 167 54
 2239 2883 2258 169 55
 2240 2884 2260 170 54
 2241 2885 2261 171 50
 2242 2886 2339 172 63
 2243 2887 2340 173 63
 2244 2888 2357 174 66
 2245 2889 2357 175 64
 2246 2890 2377 176 53
 2247 2891 2378 176 54
 2248 2892 2380 178 50
 2249 2893 2381 179 51
 2250 2894 1764 1760 51
 2251 2895 1763 1761 44
