 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 2114 2754 502 21 39
 2115 2755 526 22 47
 2116 2756 527 22 41
 2117 2757 540 23 39
 2118 2758 545 24 35
 2119 2759 564 25 33
 2120 2760 568 26 39
 2121 2761 29 32 30
 2122 2762 613 29 36
 2123 2763 615 33 26
 2124 2764 617 35 37
 2125 2765 644 36 40
 2126 2766 645 36 42
 2127 2767 663 37 35
 2128 2769 679 40 36
 2129 2770 41 43 27
 2130 2771 689 42 41
 2131 2772 706 47 24
 2132 2773 707 47 24
 2133 2774 717 48 27
 2134 2775 716 49 29
 2135 2776 726 50 37
 2136 2777 727 51 36
 2137 2778 754 52 34
 2138 2779 778 55 37
 2139 2780 796 56 21
 2140 2781 821 59 34
 2141 2782 834 60 34
 2142 2783 836 60 35
 2143 2784 66 67 24
 2144 2785 911 67 31
 2145 2786 912 67 21
 2146 2787 978 68 28
 2147 2788 979 68 28
 2148 2789 995 69 33
 2149 2790 996 69 24
 2150 2791 1059 71 31
 2151 2793 73 75 25
 2152 2794 74 76 22
 2153 2795 1095 77 33
 2154 2796 1096 77 22
 2155 2797 1106 78 38
 2156 2798 1114 80 35
 2157 2799 1115 81 38
 2158 2800 1138 82 30
 2159 2801 1139 82 34
 2160 2802 1141 83 37
 2161 2803 1192 84 24
 2162 2804 1182 85 33
 2163 2805 1184 86 36
 2164 2806 1213 87 28
 2165 2807 1217 89 36
 2166 2808 1244 90 33
 2167 2809 1343 91 35
 2168 2810 1382 92 42
 2169 2811 1384 92 32
 2170 2812 1418 93 35
 2171 2813 1426 96 35
 2172 2815 1502 98 44
 2173 2816 1504 100 34
 2174 2817 1505 101 36
 2175 2818 1524 102 26
 2176 2819 103 106 29
 2177 2820 1536 103 23
 2178 2821 1538 104 35
 2179 2822 1552 107 23
 2180 2823 1553 107 41
 2181 2824 1603 111 24
 2182 2825 1623 113 26
 2183 2826 1624 113 23
 2184 2827 1647 114 21
 2185 2828 1649 115 24
 2186 2829 1650 116 20
 2187 2830 1655 117 26
 2188 2831 1680 118 34
 2189 2832 1686 120 32
 2190 2833 1687 120 27
 2191 2834 1747 121 38
 2192 2835 1748 121 34
 2193 2836 1760 123 22
 2194 2837 1762 123 36
 2195 2838 1764 123 22
 2196 2839 1761 124 21
 2197 2840 1763 124 22
 2198 2841 1775 125 33
 2199 2842 126 127 25
 2200 2843 1814 129 23
 2201 2844 1822 130 34
 2202 2845 1823 130 31
 2203 2846 131 133 34
 2204 2847 1839 131 40
 2205 2848 132 134 29
 2206 2849 1840 132 40
 2207 2850 1845 135 32
 2208 2851 1846 135 21
 2209 2852 1880 138 20
 2210 2853 1881 138 26
 2211 2854 1882 140 35
 2212 2855 1902 141 30
 2213 2856 1903 141 31
 2214 2857 1904 142 33
 2215 2859 143 145 26
 2216 2860 1907 144 32
 2217 2861 1906 145 29
 2218 2862 1919 147 33
 2219 2863 1920 148 27
 2220 2864 1925 149 29
 2221 2865 1987 150 25
 2222 2866 1988 151 33
 2223 2867 2090 152 22
 2224 2868 2112 154 33
 2225 2869 2113 154 24
 2226 2870 2134 155 44
 2227 2871 156 158 18
 2228 2872 2157 157 22
 2229 2873 2165 159 33
 2230 2874 2166 160 29
 2231 2875 2170 161 32
 2232 2876 2169 162 36
 2233 2877 163 165 42
 2234 2878 2188 163 32
 2235 2879 2186 164 30
 2236 2880 2187 165 46
 2237 2881 2195 166 39
 2238 2882 2196 167 38
 2239 2883 2258 169 36
 2240 2884 2260 170 27
 2241 2885 2261 171 25
 2242 2886 2339 172 41
 2243 2887 2340 173 36
 2244 2888 2357 174 36
 2245 2889 2357 175 34
 2246 2890 2377 176 31
 2247 2891 2378 176 32
 2248 2892 2380 178 42
 2249 2893 2381 179 35
 2250 2894 1764 1760 35
 2251 2895 1763 1761 21
