 No., BrcContingencyIndex, fbusCont, tbusCont, #ofPVtoPQ
 2114 2754 502 21 52
 2115 2755 526 22 60
 2116 2756 527 22 59
 2117 2757 540 23 46
 2118 2758 545 24 51
 2119 2759 564 25 49
 2120 2760 568 26 50
 2121 2761 29 32 46
 2122 2762 613 29 62
 2123 2763 615 33 34
 2124 2764 617 35 57
 2125 2765 644 36 47
 2126 2766 645 36 49
 2127 2767 663 37 50
 2128 2769 679 40 30
 2129 2770 41 43 41
 2130 2771 689 42 48
 2131 2772 706 47 41
 2132 2773 707 47 32
 2133 2774 717 48 38
 2134 2775 716 49 41
 2135 2776 726 50 51
 2136 2777 727 51 54
 2137 2778 754 52 50
 2138 2779 778 55 49
 2139 2780 796 56 35
 2140 2781 821 59 60
 2141 2782 834 60 41
 2142 2783 836 60 42
 2143 2784 66 67 34
 2144 2785 911 67 35
 2145 2786 912 67 34
 2146 2787 978 68 52
 2147 2788 979 68 48
 2148 2789 995 69 57
 2149 2790 996 69 41
 2150 2791 1059 71 49
 2151 2793 73 75 25
 2152 2794 74 76 28
 2153 2795 1095 77 49
 2154 2796 1096 77 28
 2155 2797 1106 78 40
 2156 2798 1114 80 39
 2157 2799 1115 81 40
 2158 2800 1138 82 41
 2159 2801 1139 82 52
 2160 2802 1141 83 40
 2161 2803 1192 84 50
 2162 2804 1182 85 47
 2163 2805 1184 86 49
 2164 2806 1213 87 51
 2165 2807 1217 89 48
 2166 2808 1244 90 47
 2167 2809 1343 91 60
 2168 2810 1382 92 57
 2169 2811 1384 92 54
 2170 2812 1418 93 47
 2171 2813 1426 96 45
 2172 2815 1502 98 60
 2173 2816 1504 100 45
 2174 2817 1505 101 48
 2175 2818 1524 102 54
 2176 2819 103 106 30
 2177 2820 1536 103 41
 2178 2821 1538 104 39
 2179 2822 1552 107 44
 2180 2823 1553 107 55
 2181 2824 1603 111 34
 2182 2825 1623 113 45
 2183 2826 1624 113 30
 2184 2827 1647 114 37
 2185 2828 1649 115 35
 2186 2829 1650 116 36
 2187 2830 1655 117 46
 2188 2831 1680 118 59
 2189 2832 1686 120 59
 2190 2833 1687 120 50
 2191 2834 1747 121 49
 2192 2835 1748 121 47
 2193 2836 1760 123 42
 2194 2837 1762 123 55
 2195 2838 1764 123 40
 2196 2839 1761 124 43
 2197 2840 1763 124 36
 2198 2841 1775 125 47
 2199 2842 126 127 59
 2200 2843 1814 129 46
 2201 2844 1822 130 57
 2202 2845 1823 130 49
 2203 2846 131 133 44
 2204 2847 1839 131 58
 2205 2848 132 134 45
 2206 2849 1840 132 53
 2207 2850 1845 135 54
 2208 2851 1846 135 52
 2209 2852 1880 138 42
 2210 2853 1881 138 47
 2211 2854 1882 140 53
 2212 2855 1902 141 48
 2213 2856 1903 141 51
 2214 2857 1904 142 49
 2215 2859 143 145 45
 2216 2860 1907 144 45
 2217 2861 1906 145 54
 2218 2862 1919 147 49
 2219 2863 1920 148 45
 2220 2864 1925 149 54
 2221 2865 1987 150 47
 2222 2866 1988 151 37
 2223 2867 2090 152 39
 2224 2868 2112 154 46
 2225 2869 2113 154 38
 2226 2870 2134 155 56
 2227 2871 156 158 47
 2228 2872 2157 157 49
 2229 2873 2165 159 57
 2230 2874 2166 160 48
 2231 2875 2170 161 48
 2232 2876 2169 162 44
 2233 2877 163 165 66
 2234 2878 2188 163 47
 2235 2879 2186 164 45
 2236 2880 2187 165 66
 2237 2881 2195 166 52
 2238 2882 2196 167 48
 2239 2883 2258 169 53
 2240 2884 2260 170 44
 2241 2885 2261 171 50
 2242 2886 2339 172 62
 2243 2887 2340 173 58
 2244 2888 2357 174 61
 2245 2889 2357 175 62
 2246 2890 2377 176 51
 2247 2891 2378 176 51
 2248 2892 2380 178 47
 2249 2893 2381 179 47
 2250 2894 1764 1760 48
 2251 2895 1763 1761 44
